seq,mean,std,count
31-23,5.334412194479887,0.16675295364461748,47
31-24,5.217199511064444,0.2450524666904196,44
31-25,5.368915368984404,0.20220829410271665,37
31-31,5.957849807023032,0.5702987289477347,2195
31-31-31,6.217133502602965,0.4748957992781343,1532
31-31-31-31,6.397903665243759,0.4095075303066558,1134
31-31-31-31-31,6.554027495814773,0.3508977703004855,838
31-31-31-31-31-31,6.679128264770955,0.3070787817993424,628
31-31-31-31-31-31-31,6.782292643289434,0.2742771788123093,474
31-31-31-31-31-31-31-31,6.874586835930907,0.24326302259413937,357
31-31-31-31-31-31-31-31-31,6.962532318252591,0.2112837086090184,264
31-31-31-31-31-31-31-31-31-31,7.03029900094184,0.18972685990020066,199
31-31-31-31-31-31-31-31-31-31-31,7.0938898274350635,0.17237222395297103,145
31-31-31-31-31-31-31-31-31-31-31-31,7.154691303753775,0.15337410807742932,105
31-31-31-31-31-31-31-31-31-31-31-31-31,7.207440195785185,0.13641973326823742,76
31-31-31-31-31-31-31-31-31-31-31-31-31-31,7.259327079143367,0.11910644494161278,53
31-31-31-31-31-31-31-31-31-31-31-31-31-31-31,7.3030351175385055,0.10285672105862452,37
31-35,5.239161999727729,0.1868513638757573,35
31-49,5.722329260582662,0.14301195613490014,32
31-57,5.276914672051141,0.14095077485795438,78
32,5.124511274374402,0.8653232804119715,2022
32-23,5.2890989864957705,0.17611302636109247,63
32-24,5.328521616020357,0.1568906812931148,49
32-32,5.976163045401579,0.7017778528809564,793
32-32-32,6.29670629729774,0.5819785019706228,546
32-32-32-32,6.4864404077766995,0.5115368625777938,418
32-32-32-32-32,6.634723246874805,0.46130909186044583,325
32-32-32-32-32-32,6.755480922080893,0.4294269284634426,252
32-32-32-32-32-32-32,6.860094717761913,0.40069024697581007,196
32-32-32-32-32-32-32-32,6.944563970445426,0.3737091769570686,155
32-32-32-32-32-32-32-32-32,7.018311356497376,0.34863860017961446,121
32-32-32-32-32-32-32-32-32-32,7.084687527128805,0.3150342234455123,94
32-32-32-32-32-32-32-32-32-32-32,7.145498072964273,0.2696417775754162,71
32-32-32-32-32-32-32-32-32-32-32-32,7.189620364172666,0.19268511502203492,53
32-32-32-32-32-32-32-32-32-32-32-32-32,7.251295887021256,0.17011318371398496,41
32-32-32-32-32-32-32-32-32-32-32-32-32-32,7.30353378074531,0.15855054523292997,31
32-57,5.124095983865989,0.21923046999720194,222
32-57-20,5.5597300080606775,0.22758396674652437,40
32-57-20-24,5.902776318597104,0.10670929230662743,30
32-57-20-24-57,6.06223192934004,0.20916141145013295,30
33,5.115740701837954,0.8297315278617782,1222
33-23,5.340623765498493,0.19129076209029747,49
33-24,5.290520851920131,0.13736040846843256,67
33-24-19,5.627333253610105,0.10869832663570216,54
33-24-19-57,5.813141743255987,0.09133489895406886,41
33-30,5.36294016393737,0.17449161460896676,73
33-30-46,5.8170592950065485,0.13294984946212862,52
33-30-46-18,6.073351278938304,0.07800417188375143,31
33-33,5.993568077901888,0.6161304372854891,460
33-33-33,6.243574347233557,0.5100130907487497,340
33-33-33-33,6.423211656074685,0.43029701483180477,263
33-33-33-33-33,6.56020538934551,0.37532911357853677,207
33-33-33-33-33-33,6.683545589317971,0.33282391476934453,160
33-33-33-33-33-33-33,6.789215843192676,0.29843802489493126,124
33-33-33-33-33-33-33-33,6.883898420701907,0.2673052511676378,96
33-33-33-33-33-33-33-33-33,6.963033242325253,0.23998444637181998,76
33-33-33-33-33-33-33-33-33-33,7.03344763495896,0.221521127232184,59
33-33-33-33-33-33-33-33-33-33-33,7.09336296442211,0.2040522489640295,47
33-33-33-33-33-33-33-33-33-33-33-33,7.150275542824284,0.18769386044755262,37
34,5.228985564928341,0.8859418474994972,1060
34-18,5.491016565384252,0.13949253492547387,47
34-23,5.447822267206208,0.18117389427292685,32
34-24,5.262626245764445,0.2147163952886622,44
34-34,5.983971291748992,0.6278410530330666,511
34-34-34,6.208788387233168,0.5296772689909051,393
34-34-34-34,6.393578021292443,0.45651773605202717,302
34-34-34-34-34,6.551158426213129,0.4082164695689326,228
34-34-34-34-34-34,6.690050345130745,0.375051642185157,170
34-34-34-34-34-34-34,6.826399252381028,0.3456008316538903,124
34-34-34-34-34-34-34-34,6.946542172922935,0.3177703986340787,92
34-34-34-34-34-34-34-34-34,7.05437671386241,0.29008120555598904,69
34-34-34-34-34-34-34-34-34-34,7.131056935222672,0.2712100132847157,55
34-34-34-34-34-34-34-34-34-34-34,7.213882507377319,0.25400267849625624,42
34-34-34-34-34-34-34-34-34-34-34-34,7.286424628856969,0.23374302145251916,33
35,5.183555040618309,0.7682352295931234,1315
35-18,5.308188748110375,0.2003319226982312,109
35-18-57,5.58208987904138,0.10813225803281733,34
35-23,5.491578338677142,0.14319486482761817,51
35-24,5.40130833495849,0.19494484940729354,45
35-30,5.269287831916697,0.17020810598604832,117
35-30-20,5.572501124090033,0.1302792909339513,33
35-35,5.926483002224839,0.5870017231224491,531
35-35-35,6.182161628488563,0.4584744063075892,387
35-35-35-35,6.3674615469684674,0.3930266288356507,281
35-35-35-35-35,6.52229746879656,0.3436735313263128,204
35-35-35-35-35-35,6.648272075158311,0.3049685948364397,151
35-35-35-35-35-35-35,6.770195728156075,0.2642246543584958,109
35-35-35-35-35-35-35-35,6.867659382415896,0.23715087506847685,80
35-35-35-35-35-35-35-35-35,6.945282541078392,0.2250348389355796,59
35-35-35-35-35-35-35-35-35-35,7.022683305469776,0.216602072895777,42
35-35-35-35-35-35-35-35-35-35-35,7.094595835349823,0.21112137581708307,30
36,4.95493275032748,0.6138621196218023,153
36-36,5.7461019569217155,0.4489402484657408,42
3638,5.850006251016369,0.6543779925605457,3099
3638-11,5.342595420895356,0.1414631403377645,46
3638-17,5.301397174454222,0.1730793911846138,42
3638-18,5.276921037575141,0.18811550530183604,33
3638-19,5.312596454525201,0.16349275358943705,33
3638-20,5.300731209646385,0.1857390341472012,82
3638-23,5.582312332196203,0.08488736399908577,59
3638-23-57,5.768818972224309,0.09814113880912327,33
3638-30,5.321459627586295,0.30812660223056515,109
3638-31,5.228012547811368,0.24809545812130485,87
3638-32,5.305174559872309,0.2720091507593096,48
3638-3638,6.422482574782186,0.4887047463247256,411
3638-3638-3638,6.580168606619764,0.4305336132343686,257
3638-3638-3638-3638,6.7128285768515985,0.3729774134245987,164
3638-3638-3638-3638-3638,6.851524675714446,0.2901712346195843,104
3638-3638-3638-3638-3638-3638,6.972561261444164,0.2305108195010274,66
3638-3638-3638-3638-3638-3638-3638,7.04408713849775,0.19485299607885087,45
3638-46,5.325117228220559,0.16518093406343815,68
3667,4.640766265912622,0.5928480184032178,510
3667-3667,5.712421884891834,0.4927413015544962,68
3667-3667-3667,6.074855317631651,0.33320758647526627,45
3667-3667-3667-3667,6.315753254743914,0.22936663492060594,30
37,5.39217834099,0.8591555266743597,860
37-18,5.250908492387083,0.18945172492437662,79
37-37,6.049320841833513,0.6145629516101119,457
37-37-37,6.297595990181772,0.4929268035078106,341
37-37-37-37,6.483061731817168,0.4089123361879719,258
37-37-37-37-37,6.600952754172874,0.35165297468632273,210
37-37-37-37-37-37,6.704686718262776,0.30660869697227244,169
37-37-37-37-37-37-37,6.797370511922155,0.27110432424279346,134
37-37-37-37-37-37-37-37,6.88071012016549,0.2447822253663725,104
37-37-37-37-37-37-37-37-37,6.962675511969422,0.2184650389646192,79
37-37-37-37-37-37-37-37-37-37,7.038698072802525,0.19646868381966676,59
37-37-37-37-37-37-37-37-37-37-37,7.107892869962356,0.18164660717890546,43
37-37-37-37-37-37-37-37-37-37-37-37,7.171459342612271,0.16901921386670854,31
38,5.141430121177813,0.7914831796643533,2345
38-18,5.3289580740187725,0.2304378272648736,190
38-23,5.395893175677347,0.1503553683561129,92
38-30,5.264134950291219,0.20562900043812687,99
38-31,5.282601275801851,0.11919223534954757,30
38-38,5.85877452037313,0.5471653692104338,1084
38-38-38,6.176338017425627,0.47043438547376226,653
38-38-38-38,6.383525496030408,0.4172384411780359,447
38-38-38-38-38,6.548194015865331,0.382382193251852,315
38-38-38-38-38-38,6.693182234339724,0.3553761713456002,224
38-38-38-38-38-38-38,6.81805617288816,0.3365410958952322,162
38-38-38-38-38-38-38-38,6.9321993173753045,0.32135350453226885,118
38-38-38-38-38-38-38-38-38,7.042000395507481,0.3108879985933694,85
38-38-38-38-38-38-38-38-38-38,7.1403244923457825,0.30558547606134195,62
38-38-38-38-38-38-38-38-38-38-38,7.233574722842045,0.297479211693355,46
38-38-38-38-38-38-38-38-38-38-38-38,7.308658937822187,0.2888693555100998,36
38-38-38-38-38-38-38-38-38-38-38-38-38,7.370639595967424,0.2739067388005282,30
38-38-57,5.716242868996243,0.17496269647696397,71
38-57,5.302655807718243,0.14183809881702344,32
39,4.743887734290617,0.332088113048475,157
39-57,5.313723504720888,0.1340617692214981,34
4,4.854458078880821,0.5485630449210711,164
40,4.838008080002917,0.4894319120688102,287
40-31,5.347809182692309,0.1352627480501735,35
40-31-57,5.595422967695414,0.0770341884215274,32
40-40,5.659716601379565,0.3328705298438935,38
42,6.363978715740543,0.6954525283474287,337
42-29,6.640903164674009,0.5688942643534333,130
42-29-57416,5.516845416782144,0.15735955297295423,31
42-29-57424,5.550010965571539,0.142323680846495,56
44,4.963749846983597,0.6992737365706102,357
44-44,5.840755697237559,0.5796428778622056,92
44-44-44,6.096177818307804,0.45421690618134064,67
44-44-44-44,6.30367420555349,0.3924666519507529,46
45,4.718300406064061,0.40706028245742437,310
45-20,5.367728775525699,0.1159092214024237,37
46,4.993361478700541,0.6746651666305742,2637
46-18,5.359198638067589,0.1905198691572245,77
46-23,5.173594861028032,0.18890154237266257,59
46-24,5.215829890778952,0.22751159220013692,194
46-24-49,5.6143018756330045,0.12818250978002255,49
46-24-50,5.716452039701069,0.14566821549803505,45
46-30,5.381015476449331,0.13627750045047682,143
46-30-38,5.727478047597114,0.1767476384111138,37
46-30-49,5.693059302967871,0.14533503975857762,35
46-35,5.271704321912718,0.32178736004987296,96
46-35-30,5.70919610540507,0.09422179220510847,41
46-38,5.334473846223331,0.16051384445384312,42
46-46,5.818829947078096,0.5498807135179852,771
46-46-46,6.128989007683059,0.4296803124592957,495
46-46-46-46,6.332480098611436,0.34735862237108833,343
46-46-46-46-46,6.481484168794915,0.30008711515535075,242
46-46-46-46-46-46,6.621661567675424,0.25732899837415046,164
46-46-46-46-46-46-46,6.7327372418595965,0.22193280773388627,115
46-46-46-46-46-46-46-46,6.828768316881903,0.19252877050000564,80
46-46-46-46-46-46-46-46-46,6.910697862145906,0.1684488272038279,55
46-46-46-46-46-46-46-46-46-46,6.978526403362412,0.15041025928362772,38
47,4.883664511633384,0.5936961032258444,1088
47-18,5.469185482562009,0.13035317726883075,111
47-18-19,5.704862619718629,0.08354962159205938,55
47-23,5.377062257850394,0.16791293369342494,31
47-30,5.33119629871748,0.1297655906267594,39
47-47,5.643357860709987,0.5113977484296455,226
47-47-47,6.10044313064806,0.4423194915347357,99
47-47-47-47,6.373859941995249,0.36709761019082393,58
47-47-47-47-47,6.496047198740642,0.3323982840017055,44
47-47-47-47-47-47,6.639498600503172,0.2833745317943347,31
48,4.947467944602253,0.8155220773897192,1144
48-22,5.339766596086565,0.17628240406498283,50
48-24,5.349702157786628,0.24658998515501007,52
48-30,5.341509920224496,0.1495303777805927,48
48-48,5.8856679507594105,0.595238468063623,396
48-48-48,6.155343914482831,0.49295380896054386,280
48-48-48-48,6.350946006657607,0.4308954444548396,204
48-48-48-48-48,6.5134228188921135,0.3848153394535355,149
48-48-48-48-48-48,6.6525717083092335,0.34809078141809074,110
48-48-48-48-48-48-48,6.765271558614152,0.3296169074039578,82
48-48-48-48-48-48-48-48,6.883736046039214,0.30534121443555795,60
48-48-48-48-48-48-48-48-48,6.976516703881851,0.2756417742682996,47
48-48-48-48-48-48-48-48-48-48,7.069622422554361,0.24307772278704065,36
49,5.370655535048255,0.8129402152829086,3575
49-18,5.390081024938616,0.2807828680832955,77
49-20,5.17673392646976,0.21422422302666566,120
49-20-57,5.464011123225029,0.17693368539434673,33
49-23,5.3575226165809084,0.16636073846985164,51
49-24,5.372776052828492,0.16048116323995298,75
49-24-20,5.694237679959083,0.1534155059001058,31
49-32,5.13677060838309,0.2546322957944653,111
49-32-57,5.488978469457525,0.1380755965479653,66
49-46,5.21169747413002,0.19322428998186594,49
49-49,5.945028651054308,0.6302824207118604,1958
49-49-49,6.192276300120354,0.5324778075123153,1444
49-49-49-49,6.385793045245248,0.45803726315124715,1088
49-49-49-49-49,6.545722178199187,0.39705859984873004,825
49-49-49-49-49-49,6.669702793204285,0.3549801503437858,641
49-49-49-49-49-49-49,6.783137459510779,0.3185245882603909,492
49-49-49-49-49-49-49-49,6.880367241580319,0.2899782060658096,380
49-49-49-49-49-49-49-49-49,6.967697054417401,0.269015956848764,291
49-49-49-49-49-49-49-49-49-49,7.0491887091052865,0.25092958743310356,222
49-49-49-49-49-49-49-49-49-49-49,7.127634801184079,0.23119800574448068,169
49-49-49-49-49-49-49-49-49-49-49-49,7.2009411677866755,0.20930550274903437,129
49-49-49-49-49-49-49-49-49-49-49-49-49,7.265028229446978,0.18904985598697946,100
49-49-49-49-49-49-49-49-49-49-49-49-49-49,7.3239174286800806,0.169392223710316,77
49-49-49-49-49-49-49-49-49-49-49-49-49-49-49,7.37203203692196,0.1542192685060372,60
49-49-49-49-49-49-49-49-49-49-49-49-49-49-49-49,7.421252506996694,0.13387841249873933,46
49-49-49-49-49-49-49-49-49-49-49-49-49-49-49-49-49,7.46998368445722,0.11550662093213682,34
49-57,5.178880410294984,0.17333779814647107,59
5,4.844583462624412,0.5415120340224133,159
50,5.006253072311524,0.7532874492636579,1414
50-18,5.169786608834897,0.2138054461299529,149
50-18-49,5.677934496391894,0.09734026856670468,32
50-18-57,5.478415548846872,0.1466698867799672,38
50-24,5.434650251807628,0.14705272476467898,64
50-30,5.340607762850791,0.14475787997618045,131
50-50,5.895822829588517,0.5399438052309171,481
50-50-50,6.160180706550043,0.42235781731789773,332
50-50-50-50,6.331542019266193,0.34858938748707213,245
50-50-50-50-50,6.4765289366706575,0.2929219294188384,177
50-50-50-50-50-50,6.588817684747836,0.2561317841623829,128
50-50-50-50-50-50-50,6.683184603875423,0.22906761308609533,93
50-50-50-50-50-50-50-50,6.781467272972131,0.20072720304802139,64
50-50-50-50-50-50-50-50-50,6.867315950835225,0.17721301722881141,44
50-57,5.274459658430086,0.22066583435497636,58
51,4.815223188618758,0.5704170917228972,292
51-51,5.925294402040533,0.5012054027552754,46
51-51-51,6.111361446747695,0.39060178417499203,36
51-57,5.248432610498263,0.23945670587161744,128
52,4.9089304825791675,0.7653325893652096,784
52-46,5.318451021415952,0.16696763356386357,37
52-52,5.928191005183444,0.5700440796172394,237
52-52-52,6.2198072894016985,0.4338935267337171,168
52-52-52-52,6.430318934148615,0.3571237872603869,116
52-52-52-52-52,6.579024689650269,0.3004041760458042,84
52-52-52-52-52-52,6.695116045043669,0.2397481106962265,64
52-52-52-52-52-52-52,6.7788647751200894,0.19761778084124526,50
52-52-52-52-52-52-52-52,6.845817970442461,0.16485499339137394,39
52-57,5.284442621220228,0.12927254697085988,108
52-57-3638,6.082702463458467,0.32137309587736773,51
53,4.729407193624567,0.3893470926240632,285
53-53,5.63922979461253,0.2973322532313363,34
56,5.893958348691362,0.9511638600066371,3073
56-15,5.4120726323961845,0.4704977983506763,2486
56-35,5.425437884487923,0.18801846271724634,54
57,5.503091249041548,0.8662692806102764,20951
57-12,5.368807452503482,0.17713428532434436,35
57-12-57,5.664055109217449,0.15146798190796407,31
57-17,5.392532024862299,0.15494273979280548,43
57-20,5.306224212755267,0.16693909105920715,68
57-20-35,5.704605014070629,0.12088295068495489,34
57-23,5.4693638784426595,0.14185081927018606,45
57-24,5.385212998722843,0.14897045970620204,37
57-30,5.375332809532923,0.15793929815969637,91
57-31,5.400108472334961,0.11515246081369712,58
57-3638,5.85631694283523,0.4119812437923363,215
57-3638-10,5.695266236103662,0.13364710981812417,41
57-57,5.937838066369553,0.6413229303691447,14639
57-57-57,6.176365841194116,0.5339848907950171,11202
57-57-57-57,6.36943542976329,0.4570892232961208,8537
57-57-57-57-57,6.528590120984594,0.39804702126545954,6523
57-57-57-57-57-57,6.659450167976422,0.3550399393484221,5023
57-57-57-57-57-57-57,6.770770824053816,0.32152640604287464,3888
57-57-57-57-57-57-57-57,6.871663461822291,0.29295028204751705,2992
57-57-57-57-57-57-57-57-57,6.961643176268753,0.2692555536652596,2302
57-57-57-57-57-57-57-57-57-57,7.046236490100584,0.2480809914006582,1753
57-57-57-57-57-57-57-57-57-57-57,7.122495086948848,0.22995844005479216,1339
57-57-57-57-57-57-57-57-57-57-57-57,7.1909480530085785,0.21517951574317432,1024
57-57-57-57-57-57-57-57-57-57-57-57-57,7.254452134313658,0.20226049645430208,780
57-57-57-57-57-57-57-57-57-57-57-57-57-57,7.309857033466678,0.1912117115275312,604
57-57-57-57-57-57-57-57-57-57-57-57-57-57-57,7.361901278474844,0.1807800942783065,467
57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57,7.414519675883497,0.1700835096506455,353
57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57,7.461007875721602,0.1605948797327732,271
57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57,7.505800079142255,0.1492867259100689,208
57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57,7.5480013492980955,0.13964360905674447,158
57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57,7.587021693361168,0.1297660919614417,120
57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57,7.624600502098725,0.12140375198925049,90
57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57,7.663714846936503,0.1102974260806655,66
57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57,7.698858951985816,0.10155259604890311,49
57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57-57,7.727359401011141,0.09355473737446936,38
57390,4.741579344532748,0.6503318546395429,172
57392,4.673491427433905,0.712700247528622,277
57392-57392,5.59173865735213,0.4495474480748128,66
57392-57392-57392,6.007455547190223,0.3226858977174149,37
57416,4.876450016454222,0.5359428895605568,1529
57416-57416,5.437039733889399,0.4457713181444975,124
57416-57416-57416,5.944345529995949,0.42559065610809893,38
57419,4.892346695549012,0.6334281079766363,1087
57419-57419,5.446921506618948,0.24571097236429915,62
57421,4.956732766974829,0.6126638725311437,1510
57421-57421,5.646176226328506,0.5156977504570323,182
57421-57421-57421,6.074861466676368,0.49363399767061117,88
57421-57421-57421-57421,6.481334844123811,0.4365420729867017,45
57424,4.930307044464482,0.5586569518876179,1805
57424-57424,5.435865277445081,0.4013799866973534,218
57424-57424-57424,5.884736277671455,0.4543452046279959,62
6,4.6838230318820555,0.3510015190343587,243
60,5.666305790888639,0.5737562575210248,446
62,4.6208097028571755,0.369608062207053,42
67,4.759447281062296,0.3530171303907783,43
7,4.549639907568059,0.2897541478511952,136
8,4.608731846197237,0.36308987709348733,121
9,4.605807163400665,0.398469566550242,154
